,분야,대학,계열,"전형
구분",,학과,#REF!,2027,2026,,,,,,26-25,2025학년,,,,,,2024,,,,,,3개년,2023학년도,,,,,"입결2
구분",2027,2026,25수능최저기준,24수능최저기준,2027,2026,2025,24전형방법,"대학별고사
일정(26기준)",2026,"2025 변경사항
KEY- 코멘트","일반/
지역",구분
번호,,,,,전형명,,,모집인원,모집인원,경쟁률,충원률,입결70%,"평균
50%",비고,차이,모집인원,경쟁률,추합,입결70%,"평균
50%",비고,"모집
인원",경쟁률,추합,입결70%,"평균
50%",비고,입결평균,"모집
인원",경쟁률,추합,"평균
50%컷",70% 컷,,수능최저,수능최저,,,전형방법,전형방법,전형방법,,,"변동, 특이사항",,,
,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,37,39,40
9674,,한남대학교,인문,교과,지역인재교과우수자전형,경영학과,#REF!,,,,,,,,,28,,,,,,23,3.52,44,5.18,,80%컷,4.57 ,,4.68,56,4.57,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9675,,한남대학교,인문,교과,지역인재교과우수자전형,경제학과,#REF!,,,,,,,,,13,,,,,,11,2.73,19,6.3,,80%컷,5.22 ,,4.18,28,5.22,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9676,,한남대학교,인문,교과,지역인재교과우수자전형,경찰학과,#REF!,,,,,,,,,8,,,,,,8,7.88,11,3.59,,80%컷,3.60 ,,5.5,10,3.6,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9677,,한남대학교,인문,교과,지역인재교과우수자전형,교육학과,#REF!,,,,,,,,,5,,,,,,5,3.8,12,4.1,,80%컷,3.90 ,,4.25,3,3.9,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9678,,한남대학교,인문,교과,지역인재교과우수자전형,국어교육과,#REF!,,,,,,,,,5,,,,,,5,5,19,4.02,,80%컷,3.94 ,,4.8,13,3.94,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9679,,한남대학교,인문,교과,지역인재교과우수자전형,국어국문창작학과,#REF!,,,,,,,,,15,,,,,,13,3.08,27,5.17,,80%컷,4.37 ,,3.91,11,4.37,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9680,,한남대학교,인문,교과,지역인재교과우수자전형,기독교학과,#REF!,,,,,,,,,4,,,,,,4,1.5,2,6.89,,80%컷,,,1.67,2,-,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9681,,한남대학교,인문,교과,지역인재교과우수자전형,"린튼글로벌스쿨(글로벌비즈니스,글로벌미디어컬쳐)",#REF!,,,,,,,,,6,,,,,,7,2,7,6.73,,80%컷,,,,,,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9682,,한남대학교,인문,교과,지역인재교과우수자전형,무역물류학과,#REF!,,,,,,,,,13,,,,,,11,2.82,15,6.03,,80%컷,5.53 ,,4.1,20,5.53,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9683,,한남대학교,인문,교과,지역인재교과우수자전형,문헌정보학과,#REF!,,,,,,,,,8,,,,,,8,3.13,12,4.83,,80%컷,4.02 ,,4.17,13,4.02,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9684,,한남대학교,인문,교과,지역인재교과우수자전형,"법학부(법학전공,법무법학전공)",#REF!,,,,,,,,,13,,,,,,12,2.75,9,5.14,,80%컷,4.98 ,,3.33,22,4.98,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9685,,한남대학교,인문,교과,지역인재교과우수자전형,빅데이터응용학과,#REF!,,,,,,,,,10,,,,,,11,2.18,7,6.3,,80%컷,5.11 ,,2.25,8,5.11,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9686,,한남대학교,인문,교과,지역인재교과우수자전형,사학과,#REF!,,,,,,,,,6,,,,,,5,2.6,1,4.16,,80%컷,4.15 ,,3.75,4,4.15,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9687,,한남대학교,인문,교과,지역인재교과우수자전형,사회복지학과,#REF!,,,,,,,,,7,,,,,,7,3.86,12,4.77,,80%컷,3.94 ,,6.5,7,3.94,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9688,,한남대학교,인문,교과,지역인재교과우수자전형,사회적경제기업학과,#REF!,,,,,,,,,6,,,,,,7,2.71,12,5.95,,80%컷,5.88 ,,3,12,5.88,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9689,,한남대학교,인문,교과,지역인재교과우수자전형,상담심리학과,#REF!,,,,,,,,,7,,,,,,7,6.71,5,3.56,,80%컷,4.09 ,,7.67,19,4.09,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9690,,한남대학교,인문,교과,지역인재교과우수자전형,아동복지학과,#REF!,,,,,,,,,7,,,,,,7,6.14,20,5.1,,80%컷,4.80 ,,4.17,17,4.8,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9691,,한남대학교,인문,교과,지역인재교과우수자전형,역사교육과,#REF!,,,,,,,,,4,,,,,,4,5.75,7,2.69,,80%컷,3.04 ,,7.5,9,3.04,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9692,,한남대학교,인문,교과,지역인재교과우수자전형,영어교육과,#REF!,,,,,,,,,5,,,,,,4,3.25,8,4.06,,80%컷,3.50 ,,7.5,11,3.5,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9693,,한남대학교,인문,교과,지역인재교과우수자전형,영어영문학과,#REF!,,,,,,,,,16,,,,,,15,2.27,19,5.8,,80%컷,4.72 ,,5.6,23,4.72,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9694,,한남대학교,인문,교과,지역인재교과우수자전형,응용영어컨텐츠학과,#REF!,,,,,,,,,7,,,,,,6,4.17,19,7.05,,80%컷,6.61 ,,2.6,8,6.61,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9695,,한남대학교,인문,교과,지역인재교과우수자전형,일어일문학전공,#REF!,,,,,,,,,8,,,,,,7,5,11,4.71,,80%컷,5.00 ,,6.17,16,5,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9696,,한남대학교,인문,교과,지역인재교과우수자전형,정치언론학과,#REF!,,,,,,,,,9,,,,,,7,2.86,13,6.15,,80%컷,5.16 ,,3.8,7,5.16,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9697,,한남대학교,인문,교과,지역인재교과우수자전형,중국경제통상학과,#REF!,,,,,,,,,11,,,,,,9,2.44,13,6.83,,80%컷,6.32 ,,4.63,22,6.32,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9698,,한남대학교,인문,교과,지역인재교과우수자전형,프랑스어문학전공,#REF!,,,,,,,,,6,,,,,,6,2.83,11,4.82,,80%컷,6.52 ,,4,15,6.52,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9699,,한남대학교,인문,교과,지역인재교과우수자전형,행정학과,#REF!,,,,,,,,,17,,,,,,16,3.44,31,5.03,,80%컷,5.00 ,,4,38,5,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9700,,한남대학교,인문,교과,지역인재교과우수자전형,호텔관광경영학과,#REF!,,,,,,,,,12,,,,,,11,2.64,15,4.93,,80%컷,4.63 ,,3.67,9,4.63,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9701,,한남대학교,인문,교과,지역인재교과우수자전형,회계학과,#REF!,,,,,,,,,20,,,,,,18,1.67,12,5.62,,80%컷,4.98 ,,3.67,41,4.98,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9702,,한남대학교,자연,교과,지역인재교과우수자전형,AI융합학과,#REF!,,,,,,,,,13,,,,,,10,3.5,23,6.03,,80%컷,5.66 ,,3.89,22,5.66,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9703,,한남대학교,자연,교과,지역인재교과우수자전형,간호학과,#REF!,,,,,,,,,16,,,,,,5,9.4,4,2.88,,80%컷,2.89 ,,7.6,8,2.89,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9704,,한남대학교,자연,교과,지역인재교과우수자전형,건축공학전공,#REF!,,,,,,,,,8,,,,,,6,7,12,4.86,,80%컷,5.48 ,,8.25,18,5.48,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9705,,한남대학교,자연,교과,지역인재교과우수자전형,건축학과(5년제),#REF!,,,,,,,,,5,,,,,,6,6.67,4,4.05,,80%컷,3.79 ,,5.2,6,3.79,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9706,,한남대학교,자연,교과,지역인재교과우수자전형,기계공학과,#REF!,,,,,,,,,19,,,,,,17,3.47,26,5.45,,80%컷,5.49 ,,5.13,49,5.49,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9707,,한남대학교,자연,교과,지역인재교과우수자전형,멀티미디어공학과,#REF!,,,,,,,,,11,,,,,,8,3.25,15,5.34,,80%컷,4.62 ,,5.29,13,4.62,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9708,,한남대학교,자연,교과,지역인재교과우수자전형,미디어영상학과,#REF!,,,,,,,,,8,,,,,,9,6.33,9,3.89,,80%컷,4.40 ,,8.5,22,4.4,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9709,,한남대학교,자연,교과,지역인재교과우수자전형,바이오제약공학과,#REF!,,,,,,,,,16,,,,,,14,3.07,29,5.3,,80%컷,5.11 ,,5.43,17,5.11,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9710,,한남대학교,자연,교과,지역인재교과우수자전형,산업경영공학과,#REF!,,,,,,,,,7,,,,,,7,3.14,9,6.67,,80%컷,5.65 ,,5.5,15,5.65,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9711,,한남대학교,자연,교과,지역인재교과우수자전형,생명시스템과학과,#REF!,,,,,,,,,18,,,,,,17,2.06,18,5.89,,80%컷,5.72 ,,2.13,18,5.72,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9712,,한남대학교,자연,교과,지역인재교과우수자전형,수학과,#REF!,,,,,,,,,7,,,,,,7,1.86,6,6.5,,80%컷,6.94 ,,1.6,5,6.94,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9713,,한남대학교,자연,교과,지역인재교과우수자전형,수학교육과,#REF!,,,,,,,,,4,,,,,,4,4.25,4,3.4,,80%컷,2.84 ,,6,0,2.84,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9714,,한남대학교,자연,교과,지역인재교과우수자전형,식품영양학과,#REF!,,,,,,,,,10,,,,,,8,4.13,8,4.62,,80%컷,4.83 ,,5.13,10,4.83,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9715,,한남대학교,자연,교과,지역인재교과우수자전형,신소재공학과,#REF!,,,,,,,,,7,,,,,,7,3.43,15,5.96,,80%컷,5.30 ,,4.67,33,5.3,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9716,,한남대학교,자연,교과,지역인재교과우수자전형,전기전자공학과,#REF!,,,,,,,,,10,,,,,,9,5.33,27,4.97,,80%컷,4.91 ,,7,30,4.91,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9717,,한남대학교,자연,교과,지역인재교과우수자전형,정보통신공학과,#REF!,,,,,,,,,14,,,,,,14,2.86,19,5.95,,80%컷,5.60 ,,3.81,30,5.6,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9718,,한남대학교,자연,교과,지역인재교과우수자전형,컴퓨터공학과,#REF!,,,,,,,,,11,,,,,,11,3.73,15,4.49,,80%컷,4.31 ,,6.22,24,4.31,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9719,,한남대학교,자연,교과,지역인재교과우수자전형,토목환경공학전공,#REF!,,,,,,,,,10,,,,,,8,4.13,21,5.85,,80%컷,5.60 ,,4.88,16,5.6,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9720,,한남대학교,자연,교과,지역인재교과우수자전형,화학공학과,#REF!,,,,,,,,,11,,,,,,8,2.88,15,6.58,,80%컷,5.59 ,,5.7,34,5.59,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9721,,한남대학교,자연,교과,지역인재교과우수자전형,화학과,#REF!,,,,,,,,,18,,,,,,12,1.5,6,6.46,,80%컷,5.77 ,,1.83,10,5.77,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9722,,한남대학교,통합,교과,지역인재교과우수자전형,자유전공학부,#REF!,,,,,,,,,27,,,,,,13,3.62,18,5.18,,80%컷,5.12 ,,4,11,5.12,,최종80%컷,,,없음,,,,교과100,,,,없음,,
9723,,한남대학교,예체능,종합,창업인재전형,미디어영상학과,#REF!,,,,,,,,,3,,,,,,3,,,,,,,,,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,신설,,
9724,,한남대학교,예체능,종합,창업인재전형,패션디자인학과,#REF!,,,,,,,,,3,,,,,,3,,,,,,,,,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,신설,,
9725,,한남대학교,인문,종합,창업인재전형,경영정보학과,#REF!,,,,,,,,,2,,,,,,3,1.33,0,6,,,,,2.2,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,없음,,
9726,,한남대학교,인문,종합,창업인재전형,경영학과,#REF!,,,,,,,,,3,,,,,,3,2.33,0,6.69,,,,,2.67,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,없음,,
9727,,한남대학교,인문,종합,창업인재전형,무역물류학과,#REF!,,,,,,,,,2,,,,,,2,1,0,7.7,,,,,2.5,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,없음,,
9728,,한남대학교,인문,종합,창업인재전형,사회적경제기업학과,#REF!,,,,,,,,,2,,,,,,3,1.67,0,6.91,,,,,1.8,,,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,없음,,
9729,,한남대학교,예체능,종합,한남인재 I (서류)전형,패션디자인학과,#REF!,,,,,,,,,8,,,,,,6,8.83,1,4.75,,80%컷,5.56 ,,6,8,5.56,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9730,,한남대학교,인문,종합,한남인재 I (서류)전형,경영학과,#REF!,,,,,,,,,34,,,,,,22,4.09,37,5.67,,80%컷,5.65 ,,5.39,41,5.65,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9731,,한남대학교,인문,종합,한남인재 I (서류)전형,경제학과,#REF!,,,,,,,,,15,,,,,,10,2.4,12,6.04,,80%컷,6.00 ,,4.25,15,6,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9732,,한남대학교,인문,종합,한남인재 I (서류)전형,경찰학과,#REF!,,,,,,,,,5,,,,,,5,11.8,1,4.23,,80%컷,,,,,,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9733,,한남대학교,인문,종합,한남인재 I (서류)전형,교육학과,#REF!,,,,,,,,,4,,,,,,4,5.25,2,4.2,,80%컷,4.50 ,,4.2,4,4.5,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9734,,한남대학교,인문,종합,한남인재 I (서류)전형,국어교육과,#REF!,,,,,,,,,4,,,,,,4,4.75,3,4.06,,80%컷,3.70 ,,4.67,4,3.7,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9735,,한남대학교,인문,종합,한남인재 I (서류)전형,국어국문창작학과,#REF!,,,,,,,,,17,,,,,,12,5.08,19,5.71,,80%컷,5.42 ,,4,17,5.42,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9736,,한남대학교,인문,종합,한남인재 I (서류)전형,기독교학과,#REF!,,,,,,,,,5,,,,,,3,3,6,7.47,,80%컷,8.22 ,,2.2,5,8.22,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9737,,한남대학교,인문,종합,한남인재 I (서류)전형,"린튼글로벌스쿨(글로벌비즈니스,글로벌미디어컬쳐)",#REF!,,,,,,,,,6,,,,,,7,1.86,5,6.79,,80%컷,6.84 ,,1.6,3,6.84,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9738,,한남대학교,인문,종합,한남인재 I (서류)전형,무역물류학과,#REF!,,,,,,,,,12,,,,,,7,3.14,7,6.63,,80%컷,6.68 ,,3,13,6.68,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9739,,한남대학교,인문,종합,한남인재 I (서류)전형,문헌정보학과,#REF!,,,,,,,,,12,,,,,,8,5.25,10,5.03,,80%컷,4.14 ,,10.71,4,4.14,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9740,,한남대학교,인문,종합,한남인재 I (서류)전형,"법학부(법학전공,법무법학전공)",#REF!,,,,,,,,,19,,,,,,15,2.07,15,6.3,,80%컷,6.08 ,,2.88,26,6.08,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9741,,한남대학교,인문,종합,한남인재 I (서류)전형,빅데이터응용학과,#REF!,,,,,,,,,7,,,,,,3,2.67,5,5.99,,80%컷,6.66 ,,2.43,10,6.66,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9742,,한남대학교,인문,종합,한남인재 I (서류)전형,사학과,#REF!,,,,,,,,,9,,,,,,5,9.2,15,5.19,,80%컷,6.03 ,,5.5,27,6.03,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9743,,한남대학교,인문,종합,한남인재 I (서류)전형,사회복지학과,#REF!,,,,,,,,,9,,,,,,7,10.57,10,5.12,,80%컷,5.69 ,,14.71,7,5.69,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9744,,한남대학교,인문,종합,한남인재 I (서류)전형,사회적경제기업학과,#REF!,,,,,,,,,5,,,,,,4,1.75,0,6.3,,80%컷,6.42 ,,3.25,3,6.42,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9745,,한남대학교,인문,종합,한남인재 I (서류)전형,상담심리학과,#REF!,,,,,,,,,10,,,,,,8,6.13,4,4.46,,80%컷,4.47 ,,11.29,20,4.47,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9746,,한남대학교,인문,종합,한남인재 I (서류)전형,아동복지학과,#REF!,,,,,,,,,7,,,,,,6,3,9,6.09,,80%컷,5.04 ,,6.86,10,5.04,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9747,,한남대학교,인문,종합,한남인재 I (서류)전형,역사교육과,#REF!,,,,,,,,,8,,,,,,6,5.83,17,3.97,,80%컷,3.36 ,,7.57,7,3.36,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9748,,한남대학교,인문,종합,한남인재 I (서류)전형,영어교육과,#REF!,,,,,,,,,5,,,,,,6,3.33,12,4.93,,80%컷,4.42 ,,6.14,12,4.42,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9749,,한남대학교,인문,종합,한남인재 I (서류)전형,영어영문학과,#REF!,,,,,,,,,17,,,,,,15,1.6,9,6.78,,80%컷,5.87 ,,1.86,12,5.87,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9750,,한남대학교,인문,종합,한남인재 I (서류)전형,응용영어컨텐츠학과,#REF!,,,,,,,,,2,,,,,,2,,,,,80%컷,,,,,,,최종80%컷,,,없음,,,,서류100,,,,신설,,
9751,,한남대학교,인문,종합,한남인재 I (서류)전형,일어일문학전공,#REF!,,,,,,,,,8,,,,,,5,7.4,8,5.62,,80%컷,5.08 ,,6.71,20,5.08,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9752,,한남대학교,인문,종합,한남인재 I (서류)전형,정치언론학과,#REF!,,,,,,,,,7,,,,,,5,2.4,1,5.52,,80%컷,6.03 ,,4.29,22,6.03,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9753,,한남대학교,인문,종합,한남인재 I (서류)전형,중국경제통상학과,#REF!,,,,,,,,,10,,,,,,6,2.33,8,7.16,,80%컷,6.73 ,,2.57,11,6.73,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9754,,한남대학교,인문,종합,한남인재 I (서류)전형,프랑스어문학전공,#REF!,,,,,,,,,6,,,,,,4,3.5,1,5.99,,80%컷,6.70 ,,2.25,1,6.7,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9755,,한남대학교,인문,종합,한남인재 I (서류)전형,행정학과,#REF!,,,,,,,,,15,,,,,,11,3,14,6.18,,80%컷,5.11 ,,4.25,15,5.11,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9756,,한남대학교,인문,종합,한남인재 I (서류)전형,호텔관광경영학과,#REF!,,,,,,,,,17,,,,,,13,2.69,15,6.58,,80%컷,6.05 ,,3.27,17,6.05,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9757,,한남대학교,인문,종합,한남인재 I (서류)전형,회계학과,#REF!,,,,,,,,,14,,,,,,10,1.8,8,5.95,,80%컷,4.38 ,,2.5,4,4.38,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9758,,한남대학교,자연,종합,한남인재 I (서류)전형,AI융합학과,#REF!,,,,,,,,,15,,,,,,9,3,18,6.38,,80%컷,6.04 ,,3.2,8,6.04,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9759,,한남대학교,자연,종합,한남인재 I (서류)전형,간호학과,#REF!,,,,,,,,,9,,,,,,9,16.44,5,3.76,,80%컷,4.00 ,,13.33,4,4,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9760,,한남대학교,자연,종합,한남인재 I (서류)전형,건축공학전공,#REF!,,,,,,,,,6,,,,,,5,4.6,9,5.7,,80%컷,5.74 ,,3.67,7,5.74,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9761,,한남대학교,자연,종합,한남인재 I (서류)전형,건축학과(5년제),#REF!,,,,,,,,,5,,,,,,5,6.4,11,5.39,,80%컷,4.43 ,,6.25,8,4.43,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9762,,한남대학교,자연,종합,한남인재 I (서류)전형,경영정보학과,#REF!,,,,,,,,,8,,,,,,5,2.8,3,6.12,,80%컷,5.78 ,,6.75,9,5.78,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9763,,한남대학교,자연,종합,한남인재 I (서류)전형,기계공학과,#REF!,,,,,,,,,8,,,,,,7,3.29,5,6.52,,80%컷,6.10 ,,5,30,6.1,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9764,,한남대학교,자연,종합,한남인재 I (서류)전형,멀티미디어공학과,#REF!,,,,,,,,,8,,,,,,7,2.71,12,5.74,,80%컷,5.38 ,,4.67,12,5.38,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9765,,한남대학교,자연,종합,한남인재 I (서류)전형,미디어영상학과,#REF!,,,,,,,,,7,,,,,,9,10.44,13,5.04,,80%컷,5.53 ,,7,12,5.53,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9766,,한남대학교,자연,종합,한남인재 I (서류)전형,바이오제약공학과,#REF!,,,,,,,,,6,,,,,,4,2,3,5.38,,80%컷,5.43 ,,2.86,10,5.43,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9767,,한남대학교,자연,종합,한남인재 I (서류)전형,산업경영공학과,#REF!,,,,,,,,,8,,,,,,6,3,9,6.63,,80%컷,6.68 ,,3.57,11,6.68,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9768,,한남대학교,자연,종합,한남인재 I (서류)전형,생명시스템과학과,#REF!,,,,,,,,,19,,,,,,15,1.4,4,6.64,,80%컷,6.50 ,,2,14,6.5,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9769,,한남대학교,자연,종합,한남인재 I (서류)전형,수학과,#REF!,,,,,,,,,5,,,,,,3,2.67,5,6.87,,80%컷,6.05 ,,2.75,7,6.05,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9770,,한남대학교,자연,종합,한남인재 I (서류)전형,수학교육과,#REF!,,,,,,,,,3,,,,,,3,4.33,1,4.76,,80%컷,4.47 ,,8.2,17,4.47,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9771,,한남대학교,자연,종합,한남인재 I (서류)전형,식품영양학과,#REF!,,,,,,,,,11,,,,,,7,7.86,13,5.28,,80%컷,6.36 ,,5.78,22,6.36,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9772,,한남대학교,자연,종합,한남인재 I (서류)전형,신소재공학과,#REF!,,,,,,,,,7,,,,,,6,2.83,8,6.59,,80%컷,6.26 ,,3.5,6,6.26,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9773,,한남대학교,자연,종합,한남인재 I (서류)전형,전기전자공학과,#REF!,,,,,,,,,6,,,,,,7,4.71,20,6.33,,80%컷,5.44 ,,4.5,21,5.44,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9774,,한남대학교,자연,종합,한남인재 I (서류)전형,정보통신공학과,#REF!,,,,,,,,,6,,,,,,4,3.25,7,6.42,,80%컷,5.55 ,,3.4,12,5.55,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9775,,한남대학교,자연,종합,한남인재 I (서류)전형,컴퓨터공학과,#REF!,,,,,,,,,16,,,,,,14,5.79,22,5.66,,80%컷,5.14 ,,8.21,57,5.14,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9776,,한남대학교,자연,종합,한남인재 I (서류)전형,토목환경공학전공,#REF!,,,,,,,,,9,,,,,,7,3.86,15,6.83,,80%컷,4.78 ,,3,11,4.78,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9777,,한남대학교,자연,종합,한남인재 I (서류)전형,화학공학과,#REF!,,,,,,,,,9,,,,,,6,2.5,5,5.4,,80%컷,7.85 ,,3.2,8,7.85,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9778,,한남대학교,자연,종합,한남인재 I (서류)전형,화학과,#REF!,,,,,,,,,9,,,,,,5,2.4,2,5.89,,80%컷,4.59 ,,2.17,7,4.59,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9779,,한남대학교,통합,종합,한남인재 I (서류)전형,자유전공학부,#REF!,,,,,,,,,25,,,,,,11,3.91,12,5.89,,80%컷,5.63 ,,5.67,11,5.63,,최종80%컷,,,없음,,,,서류100,,,,없음,,
9780,,한남대학교,인문,종합,한남인재 II (면접형)전형,경찰학과,#REF!,,,,,,,,,7,,,,,,7,11,7,4.47,,80%컷,4.78 ,,8,3,4.78,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
9781,,한남대학교,인문,종합,한남인재 II (면접형)전형,교육학과,#REF!,,,,,,,,,5,,,,,,5,5.2,1,4.7,,80%컷,4.49 ,,2.67,1,4.49,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
9782,,한남대학교,인문,종합,한남인재 II (면접형)전형,국어교육과,#REF!,,,,,,,,,4,,,,,,4,4.25,3,4.63,,80%컷,4.00 ,,2.8,1,4,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
9783,,한남대학교,인문,종합,한남인재 II (면접형)전형,문헌정보학과,#REF!,,,,,,,,,7,,,,,,7,2.14,1,5.43,,80%컷,4.73 ,,5.33,1,4.73,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
9784,,한남대학교,인문,종합,한남인재 II (면접형)전형,사회복지학과,#REF!,,,,,,,,,5,,,,,,5,6,5,5.4,,80%컷,5.12 ,,8.67,8,5.12,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
9785,,한남대학교,인문,종합,한남인재 II (면접형)전형,상담심리학과,#REF!,,,,,,,,,4,,,,,,4,6.5,2,5.01,,80%컷,4.73 ,,10.5,6,4.73,,최종80%컷,,,없음,,,,"1단계:서류100(4배수)
2단계:1단계70+면접30",,11.23(토),,구) 지역인재전형,,
